Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress ScoreÂ®,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2021-01-15 12:38:03,false,"Sydney Running","5.07","349","00:24:06","160","181","156","169","4:46","4:09","28","77","1.35","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:21.81","6","0.0","00:23:55","00:26:47","42","115"
Running,2021-01-13 17:24:11,false,"Sydney Running","8.12","535","00:38:21","158","180","157","173","4:43","3:49","146","222","1.35","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:35.31","9","0.0","00:38:12","00:44:52","-56","102"
Running,2021-01-11 18:13:06,false,"Sydney Running","4.93","312","00:24:18","148","171","152","167","4:56","4:20","17","93","1.33","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","04:35.51","5","0.0","00:23:46","00:27:21","8","105"
Running,2021-01-08 16:57:07,false,"Sydney Running","8.25","518","00:37:01","160","184","157","222","4:29","3:50","89","158","1.42","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","01:03.99","9","0.0","00:35:38","00:44:40","-39","111"
Running,2021-01-05 17:09:11,false,"Sydney Running","9.23","621","00:45:13","160","183","157","237","4:54","4:06","167","247","1.31","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","01:08.39","10","0.0","00:45:06","01:03:38","-112","150"
Running,2021-01-02 16:45:12,false,"Sydney Running","8.11","502","00:39:15","151","177","156","178","4:50","3:56","141","192","1.33","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:29.59","9","0.0","00:39:08","00:46:19","-37","111"
Running,2020-12-31 09:25:57,false,"Sydney Running","6.47","451","00:34:55","152","177","155","173","5:24","4:16","147","197","1.20","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","02:25.51","7","0.0","00:34:48","00:47:35","-3","112"
Running,2020-12-25 07:30:50,false,"Vincentia Running","9.38","625","00:43:59","164","177","159","217","4:41","4:07","58","108","1.34","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","01:49.67","10","0.0","00:43:55","00:49:31","-91","23"
Running,2020-12-23 17:22:07,false,"Sydney Running","8.15","517","00:38:43","155","177","154","172","4:45","4:08","118","174","1.37","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:41.27","9","0.0","00:38:36","00:45:16","-57","102"
Running,2020-12-19 07:58:05,false,"Sydney Running","5.08","301","00:25:30","141","167","155","177","5:01","3:53","32","79","1.29","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:25.33","6","0.0","00:25:25","00:30:30","24","109"
Running,2020-12-18 17:32:33,false,"Sydney Running","5.21","296","00:24:28","145","179","155","167","4:42","4:10","29","123","1.38","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","01:00.61","6","0.0","00:24:23","00:31:00","-32","98"
Running,2020-12-15 17:51:49,false,"Sydney Running","8.08","521","00:37:02","161","186","156","242","4:35","3:44","196","217","1.40","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:20.56","9","0.0","00:36:52","00:43:36","-17","122"
Running,2020-12-12 07:48:46,false,"Sydney Running","6.08","346","00:34:12","131","153","154","172","5:37","4:09","33","165","1.16","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:22.04","7","0.0","00:33:56","00:41:37","-89","86"
Running,2020-12-07 17:51:04,false,"Sydney Running","7.68","518","00:38:14","155","182","153","168","4:59","4:02","126","214","1.31","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","03:09.35","8","0.0","00:37:57","00:45:25","11","657"
Running,2020-12-03 17:52:42,false,"Sydney Running","8.02","476","00:38:40","147","170","154","225","4:49","3:55","122","198","1.35","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:03.39","9","0.0","00:38:32","00:48:16","383","559"
Running,2020-12-01 18:23:51,false,"Sydney Running","4.97","292","00:21:45","155","181","157","184","4:23","3:15","52","145","1.45","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","03:46.20","5","0.0","00:21:42","00:25:06","456","596"
Running,2020-11-26 16:57:14,false,"Sydney Running","5.19","317","00:23:27","156","179","155","169","4:31","3:34","42","145","1.42","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:49.52","6","0.0","00:23:23","00:27:22","348","490"
Running,2020-11-24 17:07:39,false,"Sydney Running","8.02","496","00:37:37","154","179","156","171","4:41","3:40","154","183","1.37","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:06.41","9","0.0","00:37:29","00:46:52","241","431"
Running,2020-11-23 17:31:49,false,"Sydney Running","8.03","526","00:39:23","155","179","154","168","4:54","4:12","157","192","1.32","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:07.07","9","0.0","00:39:11","00:50:22","302","497"
Running,2020-11-17 17:14:04,false,"Sydney Running","8.07","475","00:37:57","147","173","155","169","4:42","3:59","111","189","1.38","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:18.47","9","0.0","00:37:49","00:48:26","-23","204"
Running,2020-11-14 07:23:27,false,"Sydney Running","11.26","747","00:54:12","159","185","156","171","4:49","3:46","189","198","1.33","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","01:15.13","12","0.0","00:53:31","01:09:11","1","143"
Running,2020-11-12 17:35:26,false,"Sydney Running","8.05","556","00:38:36","161","186","154","179","4:48","3:57","130","114","1.35","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:13.19","9","0.0","00:38:28","00:49:20","31","112"
Running,2020-11-09 16:14:24,false,"Sydney Running","6.13","389","00:28:38","154","175","157","179","4:40","3:57","73","76","1.36","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:35.51","7","0.0","00:28:20","00:32:48","63","117"
Running,2020-11-04 18:19:37,false,"Sydney Running","5.01","316","00:22:54","153","174","158","181","4:34","3:26","51","49","1.38","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:03.64","6","0.0","00:22:51","00:24:20","84","115"
Running,2020-11-03 17:29:04,false,"Sydney Running","8.11","521","00:39:10","152","182","155","169","4:50","4:08","106","95","1.34","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:31.55","9","0.0","00:39:03","00:56:08","38","112"
Running,2020-11-02 17:33:32,false,"Sydney Running","8.01","483","00:38:11","148","175","154","172","4:46","4:03","108","112","1.36","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:02.54","9","0.0","00:37:51","00:50:42","-33","45"
Running,2020-10-27 17:50:05,false,"Sydney Running","4.58","276","00:21:02","148","176","155","167","4:35","4:05","36","90","1.41","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","02:59.78","5","0.0","00:20:59","00:24:57","-13","61"
Running,2020-10-22 08:22:17,false,"Sydney Running","5.28","337","00:24:22","155","182","157","170","4:37","4:06","60","47","1.38","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","01:28.56","6","0.0","00:24:17","00:27:19","60","105"
Running,2020-10-17 06:54:31,false,"Sydney Running","13.94","1,017","01:01:20","179","191","159","175","4:24","3:25","35","130","1.43","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","03:44.47","14","0.0","01:01:17","01:01:20","-2","101"
Running,2020-10-14 16:49:02,false,"Sydney Running","5.92","383","00:27:36","155","181","154","171","4:40","3:33","42","46","1.39","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","03:39.56","6","0.0","00:27:05","00:31:09","88","114"
Running,2020-10-10 07:25:15,false,"Sydney Running","15.02","1,055","01:11:28","166","186","157","169","4:45","3:47","119","150","1.34","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:03.71","16","0.0","01:10:49","01:24:52","8","112"
Running,2020-10-08 18:17:21,false,"Sydney Running","9.34","601","00:43:39","157","181","156","169","4:40","2:52","187","138","1.38","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","01:40.65","10","0.0","00:43:27","00:53:21","32","121"
Running,2020-10-06 17:06:45,false,"Sydney Running","5.14","270","00:25:14","132","164","156","184","4:55","3:48","108","104","1.30","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:40.74","6","0.0","00:25:07","00:29:57","22","114"
Running,2020-10-02 07:59:44,false,"Vincentia Running","6.46","426","00:28:27","168","186","160","171","4:24","4:00","11","14","1.42","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","02:06.03","7","0.0","00:28:25","00:30:10","-49","-40"
Running,2020-09-30 17:34:43,false,"Vincentia Running","7.76","474","00:35:07","155","174","157","169","4:32","3:51","17","26","1.41","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","03:21.92","8","0.0","00:35:03","00:48:16","-30","5"
Running,2020-09-26 07:34:33,false,"Vincentia Running","10.26","707","00:47:10","168","182","160","169","4:36","4:07","28","43","1.36","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","01:15.39","11","0.0","00:47:09","00:50:10","-11","13"
Running,2020-09-24 18:08:00,false,"Sydney Running","8.01","518","00:37:24","158","187","156","171","4:40","3:15","96","99","1.37","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:02.26","9","0.0","00:36:39","00:44:39","22","112"
Running,2020-09-20 07:26:48,false,"Sydney Running","6.09","425","00:32:54","148","173","156","197","5:24","2:45","156","128","1.19","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:26.63","7","0.0","00:32:51","00:46:13","24","68"
Running,2020-09-19 07:08:36,false,"Sydney Running","8.14","560","00:37:57","164","188","156","169","4:40","3:40","144","120","1.37","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:34.63","9","0.0","00:37:47","00:44:16","41","117"
Running,2020-09-17 17:35:30,false,"Sydney Running","8.16","630","00:37:20","164","189","156","171","4:34","3:55","102","109","1.40","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:47.27","9","0.0","00:37:12","00:44:49","35","113"
Running,2020-09-05 07:53:05,false,"Sydney Running","8.09","614","00:38:02","160","181","157","176","4:42","4:04","104","106","1.36","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:23.09","9","0.0","00:37:54","00:43:45","45","114"
Running,2020-09-01 17:59:55,false,"Sydney Running","7.94","552","00:36:42","153","175","156","169","4:37","3:55","102","107","1.39","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","04:14.61","8","0.0","00:36:34","00:44:17","74","147"
Running,2020-08-30 08:08:43,false,"Byron Bay Running","6.01","409","00:26:25","156","182","160","170","4:24","4:07","--","2","1.42","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:01.86","7","0.0","00:26:21","00:31:20","11","18"
Running,2020-08-26 17:29:43,false,"Sydney Running","6.04","403","00:28:26","146","180","154","179","4:43","3:34","12","21","1.37","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:08.93","7","0.0","00:28:22","00:31:03","55","76"
Running,2020-08-22 08:14:58,false,"Sydney Running","14.18","1,036","01:06:50","159","186","158","174","4:43","3:56","127","148","1.35","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:49.26","15","0.0","01:06:40","01:17:33","10","111"
Running,2020-08-20 17:37:45,false,"Sydney Running","8.10","550","00:37:30","152","177","156","169","4:38","3:46","106","105","1.38","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:26.88","9","0.0","00:36:50","00:46:01","41","112"
Running,2020-08-17 17:53:12,false,"Sydney Running","8.14","560","00:38:37","150","174","154","168","4:45","4:09","107","109","1.37","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:33.46","9","0.0","00:38:27","00:42:16","42","112"
Running,2020-08-15 07:46:51,false,"Sydney Running","5.51","400","00:29:20","141","163","157","168","5:19","4:48","43","52","1.19","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","02:40.07","6","0.0","00:29:17","00:33:35","84","113"
Running,2020-08-13 16:32:22,false,"Sydney Running","8.14","562","00:38:53","149","181","156","168","4:46","3:59","127","118","1.35","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:38.89","9","0.0","00:38:40","00:44:30","43","114"
Running,2020-08-12 16:23:32,false,"Sydney Running","7.05","470","00:34:37","148","172","156","190","4:55","2:57","179","172","1.31","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:15.21","8","0.0","00:34:30","00:46:15","27","116"
Running,2020-08-11 11:49:43,false,"Sydney Running","5.80","412","00:26:09","159","187","156","176","4:31","3:51","51","45","1.42","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","03:41.27","6","0.0","00:26:03","00:29:34","60","113"
Running,2020-08-09 08:30:10,false,"Sydney Running","5.01","358","00:24:33","148","176","161","169","4:54","3:59","19","20","1.27","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:01.65","6","0.0","00:24:30","00:24:33","44","62"
Running,2020-08-08 08:34:47,false,"Sydney Running","13.70","1,036","01:05:35","161","187","157","173","4:47","4:05","124","149","1.33","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","03:18.66","14","0.0","01:05:01","01:20:06","-34","70"
Running,2020-08-05 17:27:10,false,"Sydney Running","8.05","575","00:38:09","155","181","156","175","4:44","3:55","106","101","1.35","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:14.12","9","0.0","00:38:04","00:46:24","-5","63"
Running,2020-08-04 11:36:03,false,"Sydney Running","6.07","440","00:27:56","157","185","156","167","4:36","3:31","47","44","1.39","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:17.59","7","0.0","00:27:51","00:29:50","37","64"
Running,2020-07-28 17:24:18,false,"Sydney Running","7.02","486","00:31:28","156","183","158","173","4:29","3:35","65","69","1.41","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:03.59","8","0.0","00:31:21","00:33:44","51","86"
Running,2020-07-26 07:56:37,false,"Sydney Running","8.10","622","00:40:33","156","187","155","172","5:00","4:15","112","126","1.29","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:32.25","9","0.0","00:40:24","00:44:38","-13","57"
Running,2020-07-24 17:21:39,false,"Sydney Running","6.01","425","00:27:13","158","184","158","227","4:32","4:05","52","61","1.40","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:03.29","7","0.0","00:27:10","00:32:14","12","39"
Running,2020-07-19 07:00:35,false,"Brisbane Running","18.36","1,349","01:28:00","160","181","160","193","4:48","4:01","72","75","1.30","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","01:43.50","19","0.0","01:27:51","01:34:22","2","40"
Running,2020-07-15 17:01:33,false,"Rockhampton Running","5.09","342","00:23:06","152","171","159","169","4:32","3:50","14","15","1.39","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:26.99","6","0.0","00:23:05","00:24:12","27","40"
Running,2020-07-13 16:40:20,false,"Rockhampton Running","5.68","376","00:25:44","152","173","158","169","4:32","4:00","4","7","1.40","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","03:03.75","6","0.0","00:25:40","00:27:17","-120","-113"
Running,2020-07-11 07:57:05,false,"Sydney Running","10.18","729","00:49:33","155","177","158","182","4:52","3:57","137","145","1.30","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:55.73","11","0.0","00:49:23","00:55:33","-88","-3"
Running,2020-07-09 17:23:59,false,"Goulburn Running","5.02","320","00:22:31","151","164","159","169","4:29","3:09","27","34","1.40","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:07.10","6","0.0","00:22:27","00:23:08","539","570"
Running,2020-07-06 07:19:44,false,"Sydney Running","5.74","368","00:25:31","152","177","160","171","4:27","3:31","46","48","1.40","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","03:31.84","6","0.0","00:25:27","00:28:58","-13","16"
Running,2020-07-04 06:55:33,false,"Sydney Running","13.50","925","01:04:29","157","182","160","175","4:47","4:04","119","148","1.31","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","02:27.62","14","0.0","01:04:15","01:13:46","-86","18"
Running,2020-07-02 17:24:58,false,"Sydney Running","8.02","546","00:38:00","153","174","157","169","4:44","3:47","102","102","1.35","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:03.65","9","0.0","00:37:34","00:45:17","-36","32"
Running,2020-07-01 12:44:33,false,"Sydney Running","5.08","342","00:23:06","157","188","158","169","4:33","4:02","55","49","1.40","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:20.64","6","0.0","00:23:05","00:26:01","12","36"
